word,tfidf,tf
ioctl ioctl,1.0054812756408007,1.1690355937288492
syz_io_uring_setup io_uring_enter,1.0,1.0
setsockopt setsockopt,0.9392830793010016,1.0094567371161465
mmap socket,0.918755663775815,0.9855985596534889
socket bind,0.8573283303128656,0.9106836025229592
openat ioctl,0.8378113004122317,0.9773502691896259
socket sendmsg,0.8205821695604394,0.8867120832133224
socket ioctl,0.8119817843485764,0.9715909904902867
mmap syz_open_dev,0.7938120452752817,0.8130525295851417
syz_open_dev ioctl,0.7938120452752817,0.8130525295851417
mmap syz_open_dev ioctl,0.7938120452752817,0.8130525295851417
mmap socket bind,0.6254156801659352,0.5773502691896258
write write,0.594319450172343,0.5933908290969266
io_uring_setup socket io_uring_register,0.5773502691896258,0.5773502691896258
socket io_uring_register,0.5773502691896258,0.5773502691896258
io_uring_setup socket,0.5773502691896258,0.5773502691896258
fsconfig fsconfig,0.5773502691896257,0.5773502691896257
socket socket,0.5407530118770174,0.5388159060803247
setsockopt setsockopt setsockopt,0.5387343784475266,0.50709255283711
bind setsockopt,0.5368082742494038,0.5915322230804945
write write write,0.47545556013787443,0.4747126632775413
ioctl openat ioctl,0.4688555432670942,0.48867513459481293
ioctl openat,0.4688555432670942,0.48867513459481293
openat ioctl ioctl,0.44891871580934656,0.4
setsockopt ioctl,0.42926075512079476,0.4577059855405162
socket connect,0.41600638074367535,0.4082482904638631
mmap socket connect,0.41600638074367535,0.4082482904638631
mmap socket connect setsockopt,0.41600638074367535,0.4082482904638631
connect setsockopt,0.41600638074367535,0.4082482904638631
socket connect setsockopt,0.41600638074367535,0.4082482904638631
openat mkdirat,0.39223227027636803,0.3922322702763681
socket setsockopt,0.389655622575875,0.4272297406928644
sendmsg socket sendmsg,0.3749450319300633,0.35355339059327373
socket sendmsg socket,0.3749450319300633,0.35355339059327373
socket sendmsg socket sendmsg,0.3749450319300633,0.35355339059327373
sendmsg socket,0.3749450319300633,0.35355339059327373
sendmsg sendmsg,0.3605020079180116,0.3592106040535498
socket socket socket,0.3605020079180116,0.3592106040535498
setsockopt setsockopt setsockopt setsockopt,0.359156252298351,0.3380617018914066
write write write write,0.3565916701034058,0.35603449745815596
bind setsockopt setsockopt,0.3463776614514737,0.3333333333333333
socket bind setsockopt setsockopt,0.3463776614514737,0.3333333333333333
socket bind setsockopt,0.3463776614514737,0.3333333333333333
setsockopt sendmsg,0.3463776614514737,0.3333333333333333
setsockopt setsockopt sendmsg,0.3463776614514737,0.3333333333333333
bind setsockopt setsockopt sendmsg,0.3463776614514737,0.3333333333333333
openat read ioctl ioctl,0.3402496863588334,0.3333333333333333
socketpair openat read,0.3402496863588334,0.3333333333333333
read ioctl ioctl,0.3402496863588334,0.3333333333333333
socketpair openat,0.3402496863588334,0.3333333333333333
read ioctl,0.3402496863588334,0.3333333333333333
socketpair openat read ioctl,0.3402496863588334,0.3333333333333333
openat read ioctl,0.3402496863588334,0.3333333333333333
openat read,0.3402496863588334,0.3333333333333333
mkdir mount,0.31409524350952445,0.3543804262149012
socket ioctl setsockopt,0.30699478751135584,0.2886751345948129
setsockopt ioctl openat ioctl,0.30699478751135584,0.2886751345948129
setsockopt ioctl openat,0.30699478751135584,0.2886751345948129
socket ioctl setsockopt ioctl,0.30699478751135584,0.2886751345948129
ioctl setsockopt ioctl openat,0.30699478751135584,0.2886751345948129
ioctl setsockopt ioctl,0.30699478751135584,0.2886751345948129
ioctl setsockopt,0.30699478751135584,0.2886751345948129
perf_event_open rt_tgsigqueueinfo syz_open_dev openat,0.29313254588802634,0.2886751345948129
rt_tgsigqueueinfo syz_open_dev,0.29313254588802634,0.2886751345948129
perf_event_open rt_tgsigqueueinfo,0.29313254588802634,0.2886751345948129
rt_tgsigqueueinfo syz_open_dev openat,0.29313254588802634,0.2886751345948129
perf_event_open rt_tgsigqueueinfo syz_open_dev,0.29313254588802634,0.2886751345948129
openat openat ioctl,0.29313254588802634,0.2886751345948129
rt_tgsigqueueinfo syz_open_dev openat openat,0.29313254588802634,0.2886751345948129
openat openat,0.29313254588802634,0.2886751345948129
syz_open_dev openat,0.29313254588802634,0.2886751345948129
syz_open_dev openat openat,0.29313254588802634,0.2886751345948129
syz_open_dev openat openat ioctl,0.29313254588802634,0.2886751345948129
socket dup ioctl,0.2886751345948129,0.2886751345948129
socket dup ioctl mount,0.2886751345948129,0.2886751345948129
pipe2 socket dup ioctl,0.2886751345948129,0.2886751345948129
pipe2 socket dup,0.2886751345948129,0.2886751345948129
pipe2 socket,0.2886751345948129,0.2886751345948129
dup ioctl mount,0.2886751345948129,0.2886751345948129
dup ioctl,0.2886751345948129,0.2886751345948129
socket dup,0.2886751345948129,0.2886751345948129
ioctl mount,0.2886751345948129,0.2886751345948129
mkdir pipe2 socket dup,0.2886751345948129,0.2886751345948129
mkdir pipe2 socket,0.2886751345948129,0.2886751345948129
mkdir pipe2,0.2886751345948129,0.2886751345948129
setsockopt write,0.2621018302391023,0.2581988897471611
sendto setsockopt,0.2621018302391023,0.2581988897471611
setsockopt bind,0.2621018302391023,0.2581988897471611
setsockopt bind setsockopt,0.2621018302391023,0.2581988897471611
bind setsockopt sendto,0.2621018302391023,0.2581988897471611
setsockopt bind setsockopt sendto,0.2621018302391023,0.2581988897471611
setsockopt sendto,0.2621018302391023,0.2581988897471611
setsockopt sendto setsockopt,0.2621018302391023,0.2581988897471611
setsockopt sendto setsockopt write,0.2621018302391023,0.2581988897471611
sendto setsockopt write,0.2621018302391023,0.2581988897471611
socket setsockopt bind,0.2621018302391023,0.2581988897471611
bind setsockopt sendto setsockopt,0.2621018302391023,0.2581988897471611
socket setsockopt bind setsockopt,0.2621018302391023,0.2581988897471611
socket dup3 socket,0.2453623720074123,0.23570226039551587
ioctl socket dup3,0.2453623720074123,0.23570226039551587
dup3 socket,0.2453623720074123,0.23570226039551587
dup3 socket ioctl,0.2453623720074123,0.23570226039551587
socket dup3 socket ioctl,0.2453623720074123,0.23570226039551587
socket dup3,0.2453623720074123,0.23570226039551587
ioctl ioctl socket dup3,0.2453623720074123,0.23570226039551587
ioctl ioctl socket,0.2453623720074123,0.23570226039551587
ioctl socket,0.2453623720074123,0.23570226039551587
syz_open_dev ioctl ioctl socket,0.2453623720074123,0.23570226039551587
ioctl socket dup3 socket,0.2453623720074123,0.23570226039551587
mmap syz_open_dev ioctl ioctl,0.2453623720074123,0.23570226039551587
syz_open_dev ioctl ioctl,0.2453623720074123,0.23570226039551587
mkdir mount chdir,0.23716734733857445,0.23570226039551587
chdir open,0.23716734733857445,0.23570226039551587
mkdir mount chdir open,0.23716734733857445,0.23570226039551587
